DATAFLOW,REF_AREA,FREQ,UNIT_MEASURE,SOURCE_DETAIL,MEASURE,GSA_TRANS,GSA_TYPE,ECON_VAR,ISIC,PRICES,EXPEND,BOP_ITEM,BOP_TYPE,INC_ITEM,PUB_ITEM,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MULT,OBS_COMMENT,DECIMALS
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,L,CUR,_Z,_Z,_Z,_Z,_Z,2020,69068.65313,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,L,CUR,_Z,_Z,_Z,_Z,_Z,2021,74105.26746,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,L,CUR,_Z,_Z,_Z,_Z,_Z,2022,83412.199,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,L,CUR,_Z,_Z,_Z,_Z,_Z,2023,93381.6489,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,L,CUR,_Z,_Z,_Z,_Z,_Z,2024,103875.1026,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,F,CUR,_Z,_Z,_Z,_Z,_Z,2010,120878.5124,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,F,CUR,_Z,_Z,_Z,_Z,_Z,2011,119924.7636,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,F,CUR,_Z,_Z,_Z,_Z,_Z,2012,117123.9357,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,F,CUR,_Z,_Z,_Z,_Z,_Z,2013,120539.6624,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,F,CUR,_Z,_Z,_Z,_Z,_Z,2014,127699.474,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,F,CUR,_Z,_Z,_Z,_Z,_Z,2015,133595.0595,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,F,CUR,_Z,_Z,_Z,_Z,_Z,2016,130055.9433,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,F,CUR,_Z,_Z,_Z,_Z,_Z,2017,131102.5698,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,F,CUR,_Z,_Z,_Z,_Z,_Z,2018,136012.4741,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,F,CUR,_Z,_Z,_Z,_Z,_Z,2019,141798.9124,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,F,CUR,_Z,_Z,_Z,_Z,_Z,2020,126147.322,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,F,CUR,_Z,_Z,_Z,_Z,_Z,2021,129239.7589,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,F,CUR,_Z,_Z,_Z,_Z,_Z,2022,138952.9871,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,F,CUR,_Z,_Z,_Z,_Z,_Z,2023,153834.723,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,F,CUR,_Z,_Z,_Z,_Z,_Z,2024,169005.9845,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,_TNO,CUR,_Z,_Z,_Z,_Z,_Z,2010,802941.4257,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,_TNO,CUR,_Z,_Z,_Z,_Z,_Z,2011,858939.9149,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,_TNO,CUR,_Z,_Z,_Z,_Z,_Z,2012,911440.3673,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,_TNO,CUR,_Z,_Z,_Z,_Z,_Z,2013,981991.7474,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,_TNO,CUR,_Z,_Z,_Z,_Z,_Z,2014,1061207.151,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,_TNO,CUR,_Z,_Z,_Z,_Z,_Z,2015,1119383.783,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,_TNO,CUR,_Z,_Z,_Z,_Z,_Z,2016,1151527.276,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,_TNO,CUR,_Z,_Z,_Z,_Z,_Z,2017,1192875.347,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,_TNO,CUR,_Z,_Z,_Z,_Z,_Z,2018,1216612.214,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,_TNO,CUR,_Z,_Z,_Z,_Z,_Z,2019,1247757.223,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,_TNO,CUR,_Z,_Z,_Z,_Z,_Z,2020,1090079.655,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,_TNO,CUR,_Z,_Z,_Z,_Z,_Z,2021,1185281.078,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,_TNO,CUR,_Z,_Z,_Z,_Z,_Z,2022,1329730.496,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,_TNO,CUR,_Z,_Z,_Z,_Z,_Z,2023,1468958.341,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,_TNO,CUR,_Z,_Z,_Z,_Z,_Z,2024,1578985.734,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,_T,CUR,_Z,_Z,_Z,_Z,_Z,2010,1130161.74,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,_T,CUR,_Z,_Z,_Z,_Z,_Z,2011,1354715.597,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,_T,CUR,_Z,_Z,_Z,_Z,_Z,2012,1442534.346,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,_T,CUR,_Z,_Z,_Z,_Z,_Z,2013,1504375.631,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,_T,CUR,_Z,_Z,_Z,_Z,_Z,2014,1560576.851,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,_T,CUR,_Z,_Z,_Z,_Z,_Z,2015,1402796.34,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,_T,CUR,_Z,_Z,_Z,_Z,_Z,2016,1401856.449,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,_T,CUR,_Z,_Z,_Z,_Z,_Z,2017,1481358.168,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,_T,CUR,_Z,_Z,_Z,_Z,_Z,2018,1617956.612,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,_T,CUR,_Z,_Z,_Z,_Z,_Z,2019,1593594.038,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,_T,CUR,_Z,_Z,_Z,_Z,_Z,2020,1311676.623,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,_T,CUR,_Z,_Z,_Z,_Z,_Z,2021,1551415.61,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,_T,CUR,_Z,_Z,_Z,_Z,_Z,2022,1878129.004,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,_T,CUR,_Z,_Z,_Z,_Z,_Z,2023,1919330.281,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,_T,CUR,_Z,_Z,_Z,_Z,_Z,2024,2028413.265,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,DE,CUR,_Z,_Z,_Z,_Z,_Z,2010,28382.11793,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,DE,CUR,_Z,_Z,_Z,_Z,_Z,2011,33135.55724,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,DE,CUR,_Z,_Z,_Z,_Z,_Z,2012,37333.28916,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,DE,CUR,_Z,_Z,_Z,_Z,_Z,2013,38542.39526,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,DE,CUR,_Z,_Z,_Z,_Z,_Z,2014,41825.96707,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,DE,CUR,_Z,_Z,_Z,_Z,_Z,2015,49754.76203,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,DE,CUR,_Z,_Z,_Z,_Z,_Z,2016,51859.48561,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,DE,CUR,_Z,_Z,_Z,_Z,_Z,2017,58555.23887,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,DE,CUR,_Z,_Z,_Z,_Z,_Z,2018,61627.1773,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,DE,CUR,_Z,_Z,_Z,_Z,_Z,2019,64131.37482,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,DE,CUR,_Z,_Z,_Z,_Z,_Z,2020,63197.77343,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,DE,CUR,_Z,_Z,_Z,_Z,_Z,2021,72580.06085,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,DE,CUR,_Z,_Z,_Z,_Z,_Z,2022,78717.12929,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,DE,CUR,_Z,_Z,_Z,_Z,_Z,2023,85641.12708,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,DE,CUR,_Z,_Z,_Z,_Z,_Z,2024,90610.88328,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,Q,CUR,_Z,_Z,_Z,_Z,_Z,2010,7564.904045,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,Q,CUR,_Z,_Z,_Z,_Z,_Z,2011,9961.436431,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,Q,CUR,_Z,_Z,_Z,_Z,_Z,2012,13064.26891,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,Q,CUR,_Z,_Z,_Z,_Z,_Z,2013,15934.08413,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,Q,CUR,_Z,_Z,_Z,_Z,_Z,2014,17184.47967,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,Q,CUR,_Z,_Z,_Z,_Z,_Z,2015,17881.26264,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,Q,CUR,_Z,_Z,_Z,_Z,_Z,2016,19361.95082,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,Q,CUR,_Z,_Z,_Z,_Z,_Z,2017,19754.96528,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,Q,CUR,_Z,_Z,_Z,_Z,_Z,2018,21002.10244,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,Q,CUR,_Z,_Z,_Z,_Z,_Z,2019,22792.12974,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,Q,CUR,_Z,_Z,_Z,_Z,_Z,2020,23571.71054,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,Q,CUR,_Z,_Z,_Z,_Z,_Z,2021,27696.83412,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,Q,CUR,_Z,_Z,_Z,_Z,_Z,2022,31773.59891,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,Q,CUR,_Z,_Z,_Z,_Z,_Z,2023,34000.93984,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,Q,CUR,_Z,_Z,_Z,_Z,_Z,2024,36633.55705,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,NFC,CUR,_Z,_Z,_Z,_Z,_Z,2010,967117.2287,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,NFC,CUR,_Z,_Z,_Z,_Z,_Z,2011,1183223.675,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,NFC,CUR,_Z,_Z,_Z,_Z,_Z,2012,1258214.848,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,NFC,CUR,_Z,_Z,_Z,_Z,_Z,2013,1292328.882,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,NFC,CUR,_Z,_Z,_Z,_Z,_Z,2014,1324190.875,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,NFC,CUR,_Z,_Z,_Z,_Z,_Z,2015,1151985.018,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,NFC,CUR,_Z,_Z,_Z,_Z,_Z,2016,1137963.987,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,NFC,CUR,_Z,_Z,_Z,_Z,_Z,2017,1202831.402,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,NFC,CUR,_Z,_Z,_Z,_Z,_Z,2018,1333678.663,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,NFC,CUR,_Z,_Z,_Z,_Z,_Z,2019,1304390.251,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,NFC,CUR,_Z,_Z,_Z,_Z,_Z,2020,1049243.782,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,NFC,CUR,_Z,_Z,_Z,_Z,_Z,2021,1281018.494,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,NFC,CUR,_Z,_Z,_Z,_Z,_Z,2022,1582420.58,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,NFC,CUR,_Z,_Z,_Z,_Z,_Z,2023,1602244.625,,,,0
FCSA:DF_NA_ISIC_CUR(3.4.0),AE,A,MILAED,FCSC,GDP,_Z,_Z,_Z,NFC,CUR,_Z,_Z,_Z,_Z,_Z,2024,1685015.406,,,,0
