DATAFLOW,REF_AREA,FREQ,UNIT_MEASURE,SOURCE_DETAIL,MEASURE,QUARTER,QGDP_SYS,QGDP_UNIT,TIME_PERIOD,OBS_VALUE,OBS_STATUS,UNIT_MULT,OBS_COMMENT,DECIMALS
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,HUM,Q4,CUR,VAL,2013,4468,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,HUM,Q4,CUR,VAL,2014,4196,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,HUM,Q4,CUR,VAL,2015,4526,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,HUM,Q4,CUR,VAL,2016,5101,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,HUM,Q4,CUR,VAL,2017,4731,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,HUM,Q4,CUR,VAL,2018,5450,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,HUM,Q4,CUR,VAL,2019,5428,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,HUM,Q4,CUR,VAL,2020,6587,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,HUM,Q4,CUR,VAL,2021,7259,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,HUM,Q4,CUR,VAL,2022,8029,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,HUM,Q4,CUR,VAL,2023,8562,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,HUM,Q4,CUR,VAL,2024,9339,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,ELE,Q2,CUR,GWTH_RATE,2013,0.504899,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,ELE,Q2,CUR,GWTH_RATE,2014,8.242272,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,ELE,Q2,CUR,GWTH_RATE,2015,21.280103,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,ELE,Q2,CUR,GWTH_RATE,2016,2.306386,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,ELE,Q2,CUR,GWTH_RATE,2017,17.3,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,ELE,Q2,CUR,GWTH_RATE,2018,-0.1,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,ELE,Q2,CUR,GWTH_RATE,2019,6,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,ELE,Q2,CUR,GWTH_RATE,2020,-2.5,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,ELE,Q2,CUR,GWTH_RATE,2021,18.7,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,ELE,Q2,CUR,GWTH_RATE,2022,8.8,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,ELE,Q2,CUR,GWTH_RATE,2023,9.3,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,ELE,Q2,CUR,GWTH_RATE,2024,3.8,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,AGR,Q2,CUR,VAL,2012,2461,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,AGR,Q2,CUR,VAL,2013,2291,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,AGR,Q2,CUR,VAL,2014,2364,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,AGR,Q2,CUR,VAL,2015,2461,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,AGR,Q2,CUR,VAL,2016,2659,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,AGR,Q2,CUR,VAL,2017,2749,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,AGR,Q2,CUR,VAL,2018,2852,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,AGR,Q2,CUR,VAL,2019,2801,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,AGR,Q2,CUR,VAL,2020,3812,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,AGR,Q2,CUR,VAL,2021,3778,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,AGR,Q2,CUR,VAL,2022,3734,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,AGR,Q2,CUR,VAL,2023,3903,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,AGR,Q2,CUR,VAL,2024,4145,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,PRO,Q4,CUR,VAL,2012,12479,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,PRO,Q4,CUR,VAL,2013,15397,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,PRO,Q4,CUR,VAL,2014,15028,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,PRO,Q4,CUR,VAL,2015,16323,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,PRO,Q4,CUR,VAL,2016,18164,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,PRO,Q4,CUR,VAL,2017,17701,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,PRO,Q4,CUR,VAL,2018,18221,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,PRO,Q4,CUR,VAL,2019,19561,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,PRO,Q4,CUR,VAL,2020,16881,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,PRO,Q4,CUR,VAL,2021,19093,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,PRO,Q4,CUR,VAL,2022,19559,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,PRO,Q4,CUR,VAL,2023,21995,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,PRO,Q4,CUR,VAL,2024,23829,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,TOT_GDP,Q4,CUR,VAL,2012,353676,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,TOT_GDP,Q4,CUR,VAL,2013,375851,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,TOT_GDP,Q4,CUR,VAL,2014,360908,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,TOT_GDP,Q4,CUR,VAL,2015,331245,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,TOT_GDP,Q4,CUR,VAL,2016,355804,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,TOT_GDP,Q4,CUR,VAL,2017,373573,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,TOT_GDP,Q4,CUR,VAL,2018,409049,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,TOT_GDP,Q4,CUR,VAL,2019,391856,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,TOT_GDP,Q4,CUR,VAL,2020,321026,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,TOT_GDP,Q4,CUR,VAL,2021,409871,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,TOT_GDP,Q4,CUR,VAL,2022,465567,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,TOT_GDP,Q4,CUR,VAL,2023,493237,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,TOT_GDP,Q4,CUR,VAL,2024,515673,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,EDU,Q3,CUR,GWTH_RATE,2013,7.585966,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,EDU,Q3,CUR,GWTH_RATE,2014,11.931127,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,EDU,Q3,CUR,GWTH_RATE,2015,1.824142,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,EDU,Q3,CUR,GWTH_RATE,2016,13.848043,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,EDU,Q3,CUR,GWTH_RATE,2017,5.7,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,EDU,Q3,CUR,GWTH_RATE,2018,1.3,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,EDU,Q3,CUR,GWTH_RATE,2019,0,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,EDU,Q3,CUR,GWTH_RATE,2020,-0.7,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,EDU,Q3,CUR,GWTH_RATE,2021,0.9,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,EDU,Q3,CUR,GWTH_RATE,2022,13.6,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,EDU,Q3,CUR,GWTH_RATE,2023,7.1,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,EDU,Q3,CUR,GWTH_RATE,2024,3.7,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,TOT_NO,Q3,CUR,VAL,2012,228030,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,TOT_NO,Q3,CUR,VAL,2013,250640,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,TOT_NO,Q3,CUR,VAL,2014,268183,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,TOT_NO,Q3,CUR,VAL,2015,281688,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,TOT_NO,Q3,CUR,VAL,2016,287789,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,TOT_NO,Q3,CUR,VAL,2017,298261,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,TOT_NO,Q3,CUR,VAL,2018,304059,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,TOT_NO,Q3,CUR,VAL,2019,310788,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,TOT_NO,Q3,CUR,VAL,2020,266879,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,TOT_NO,Q3,CUR,VAL,2021,297513,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,TOT_NO,Q3,CUR,VAL,2022,336493,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,TOT_NO,Q3,CUR,VAL,2023,374141,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,TOT_NO,Q3,CUR,VAL,2024,396510,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,EDU,Q1,CUR,VAL,2012,4245,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,EDU,Q1,CUR,VAL,2013,4692,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,EDU,Q1,CUR,VAL,2014,4990,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,EDU,Q1,CUR,VAL,2015,5347,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,EDU,Q1,CUR,VAL,2016,5793,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,EDU,Q1,CUR,VAL,2017,6131,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,EDU,Q1,CUR,VAL,2018,6533,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,EDU,Q1,CUR,VAL,2019,6404,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,EDU,Q1,CUR,VAL,2020,6252,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,EDU,Q1,CUR,VAL,2021,6448,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,EDU,Q1,CUR,VAL,2022,6926,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,EDU,Q1,CUR,VAL,2023,7338,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,EDU,Q1,CUR,VAL,2024,7595,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,EDU,Q1,CUR,VAL,2025,7728.690576,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,NFC,Q1,CUR,GWTH_RATE,2013,-0.776468,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,NFC,Q1,CUR,GWTH_RATE,2014,3.086802,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,NFC,Q1,CUR,GWTH_RATE,2015,-14.453124,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,NFC,Q1,CUR,GWTH_RATE,2016,-5.902963,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,NFC,Q1,CUR,GWTH_RATE,2017,12.3,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,NFC,Q1,CUR,GWTH_RATE,2018,6.7,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,NFC,Q1,CUR,GWTH_RATE,2019,1.7,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,NFC,Q1,CUR,GWTH_RATE,2020,-8,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,NFC,Q1,CUR,GWTH_RATE,2021,-1.3,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,NFC,Q1,CUR,GWTH_RATE,2022,21.3,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,NFC,Q1,CUR,GWTH_RATE,2023,9,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,NFC,Q1,CUR,GWTH_RATE,2024,3.4,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,NFC,Q1,CUR,GWTH_RATE,2025,3.307743374,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,WHO,Q3,CUR,VAL,2012,39895,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,WHO,Q3,CUR,VAL,2013,43254,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,WHO,Q3,CUR,VAL,2014,44895,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,WHO,Q3,CUR,VAL,2015,46714,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,WHO,Q3,CUR,VAL,2016,48090,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,WHO,Q3,CUR,VAL,2017,49606,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,WHO,Q3,CUR,VAL,2018,50307,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,WHO,Q3,CUR,VAL,2019,52153,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,WHO,Q3,CUR,VAL,2020,46089,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,WHO,Q3,CUR,VAL,2021,48290,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,WHO,Q3,CUR,VAL,2022,53317,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,WHO,Q3,CUR,VAL,2023,58030,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,WHO,Q3,CUR,VAL,2024,60953,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,WHO,Q4,CUR,VAL,2012,38364,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,WHO,Q4,CUR,VAL,2013,43315,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,WHO,Q4,CUR,VAL,2014,45480,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,WHO,Q4,CUR,VAL,2015,46701,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,WHO,Q4,CUR,VAL,2016,49722,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,WHO,Q4,CUR,VAL,2017,48798,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,WHO,Q4,CUR,VAL,2018,50095,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,WHO,Q4,CUR,VAL,2019,52096,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,WHO,Q4,CUR,VAL,2020,45923,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,WHO,Q4,CUR,VAL,2021,55806,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,WHO,Q4,CUR,VAL,2022,61993,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,WHO,Q4,CUR,VAL,2023,66304,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,WHO,Q4,CUR,VAL,2024,74901,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,ELE,Q3,CUR,GWTH_RATE,2013,-8.5682,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,ELE,Q3,CUR,GWTH_RATE,2014,12.372552,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,ELE,Q3,CUR,GWTH_RATE,2015,12.882923,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,ELE,Q3,CUR,GWTH_RATE,2016,4.757458,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,ELE,Q3,CUR,GWTH_RATE,2017,11.4,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,ELE,Q3,CUR,GWTH_RATE,2018,5.1,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,ELE,Q3,CUR,GWTH_RATE,2019,14.2,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,ELE,Q3,CUR,GWTH_RATE,2020,-7.5,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,ELE,Q3,CUR,GWTH_RATE,2021,14.9,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,ELE,Q3,CUR,GWTH_RATE,2022,7.1,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,ELE,Q3,CUR,GWTH_RATE,2023,8.6,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,ELE,Q3,CUR,GWTH_RATE,2024,5,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,TOT_NO,Q4,CUR,VAL,2012,219373,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,TOT_NO,Q4,CUR,VAL,2013,247505,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,TOT_NO,Q4,CUR,VAL,2014,261676,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,TOT_NO,Q4,CUR,VAL,2015,274165,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,TOT_NO,Q4,CUR,VAL,2016,281725,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,TOT_NO,Q4,CUR,VAL,2017,293229,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,TOT_NO,Q4,CUR,VAL,2018,296697,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,TOT_NO,Q4,CUR,VAL,2019,304082,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,TOT_NO,Q4,CUR,VAL,2020,267419,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,TOT_NO,Q4,CUR,VAL,2021,305269,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,TOT_NO,Q4,CUR,VAL,2022,334630,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,TOT_NO,Q4,CUR,VAL,2023,370850,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,TOT_NO,Q4,CUR,VAL,2024,409329,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,EDU,Q3,CUR,VAL,2012,4499,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,EDU,Q3,CUR,VAL,2013,4840,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,EDU,Q3,CUR,VAL,2014,5417,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,EDU,Q3,CUR,VAL,2015,5516,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,EDU,Q3,CUR,VAL,2016,6280,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,EDU,Q3,CUR,VAL,2017,6638,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,EDU,Q3,CUR,VAL,2018,6722,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,EDU,Q3,CUR,VAL,2019,6723,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,EDU,Q3,CUR,VAL,2020,6677,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,EDU,Q3,CUR,VAL,2021,6734,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,EDU,Q3,CUR,VAL,2022,7647,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,EDU,Q3,CUR,VAL,2023,8194,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,MILAED,FCSC,EDU,Q3,CUR,VAL,2024,8500,,,,0
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,PUB,Q3,CUR,GWTH_RATE,2013,18.489942,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,PUB,Q3,CUR,GWTH_RATE,2014,-2.21365,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,PUB,Q3,CUR,GWTH_RATE,2015,5.623441,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,PUB,Q3,CUR,GWTH_RATE,2016,13.299072,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,PUB,Q3,CUR,GWTH_RATE,2017,10.7,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,PUB,Q3,CUR,GWTH_RATE,2018,4.4,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,PUB,Q3,CUR,GWTH_RATE,2019,-1.2,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,PUB,Q3,CUR,GWTH_RATE,2020,-4.2,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,PUB,Q3,CUR,GWTH_RATE,2021,1.5,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,PUB,Q3,CUR,GWTH_RATE,2022,2.2,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,PUB,Q3,CUR,GWTH_RATE,2023,3.7,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,PUB,Q3,CUR,GWTH_RATE,2024,6.7,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,TRA,Q3,CUR,GWTH_RATE,2013,7.170565,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,TRA,Q3,CUR,GWTH_RATE,2014,8.487202,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,TRA,Q3,CUR,GWTH_RATE,2015,2.944769,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,TRA,Q3,CUR,GWTH_RATE,2016,-13.130577,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,TRA,Q3,CUR,GWTH_RATE,2017,-4.7,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,TRA,Q3,CUR,GWTH_RATE,2018,6.5,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,TRA,Q3,CUR,GWTH_RATE,2019,4.3,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,TRA,Q3,CUR,GWTH_RATE,2020,-42.1,,,,1
FCSA:DF_QGDP_CUR(1.8.0),AE,Q,PERCENT,FCSC,TRA,Q3,CUR,GWTH_RATE,2021,32,,,,1
